question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The fathers near the dogs,are,is,843
Choose the correct verb form for the following sentence: The friends near the cats,do,does,844
Choose the correct verb form for the following sentence: The guy beside the windows,has,have,846
Choose the correct verb form for the following sentence: The singers near the car,have,has,848
Choose the correct verb form for the following sentence: The mother behind the table,has,have,849
Choose the correct verb form for the following sentence: The doctors behind the truck,are,is,851
Choose the correct verb form for the following sentence: The lawyer behind the chair,has,have,853
Choose the correct verb form for the following sentence: The poets behind the cars,are,is,854
Choose the correct verb form for the following sentence: The singer behind the tree,has,have,856
Choose the correct verb form for the following sentence: The man near the trucks,does,do,857
Choose the correct verb form for the following sentence: The victims beside the cars,go,goes,858
Choose the correct verb form for the following sentence: The mothers near the desks,go,goes,859
Choose the correct verb form for the following sentence: The aunt behind the chair,does,do,862
Choose the correct verb form for the following sentence: The teachers behind the trucks,are,is,863
Choose the correct verb form for the following sentence: The farmer near the chair,has,have,865
Choose the correct verb form for the following sentence: The girls beside the trucks,have,has,868
Choose the correct verb form for the following sentence: The father near the tables,is,are,870
Choose the correct verb form for the following sentence: The men beside the tables,are,is,872
Choose the correct verb form for the following sentence: The friend near the cats,does,do,873
Choose the correct verb form for the following sentence: The poets near the cat,have,has,874
Choose the correct verb form for the following sentence: The woman beside the bikes,does,do,875
Choose the correct verb form for the following sentence: The fathers beside the truck,have,has,877
Choose the correct verb form for the following sentence: The boys near the dog,have,has,878
Choose the correct verb form for the following sentence: The boy behind the tables,has,have,880
Choose the correct verb form for the following sentence: The men beside the car,are,is,881
Choose the correct verb form for the following sentence: The carpenter behind the windows,goes,go,882
Choose the correct verb form for the following sentence: The man near the trees,goes,go,883
Choose the correct verb form for the following sentence: The uncles near the trees,go,goes,884
Choose the correct verb form for the following sentence: The friend beside the tree,is,are,885
Choose the correct verb form for the following sentence: The girls behind the cats,go,goes,886
Choose the correct verb form for the following sentence: The uncle behind the dogs,is,are,887
Choose the correct verb form for the following sentence: The aunts beside the desks,have,has,889
Choose the correct verb form for the following sentence: The poets near the tables,are,is,891
Choose the correct verb form for the following sentence: The women near the chairs,go,goes,892
Choose the correct verb form for the following sentence: The farmer near the window,does,do,896
Choose the correct verb form for the following sentence: The carpenters beside the bikes,do,does,897
Choose the correct verb form for the following sentence: The girl near the desks,is,are,901
Choose the correct verb form for the following sentence: The poets near the cars,have,has,902
Choose the correct verb form for the following sentence: The mothers near the bikes,do,does,903
Choose the correct verb form for the following sentence: The athlete near the window,has,have,904
Choose the correct verb form for the following sentence: The man behind the bikes,has,have,905
Choose the correct verb form for the following sentence: The athletes near the desks,have,has,906
Choose the correct verb form for the following sentence: The guys behind the cat,go,goes,907
Choose the correct verb form for the following sentence: The boys beside the tables,have,has,908
Choose the correct verb form for the following sentence: The aunt near the desks,does,do,910
Choose the correct verb form for the following sentence: The boy near the cats,does,do,911
Choose the correct verb form for the following sentence: The boys beside the cats,go,goes,912
Choose the correct verb form for the following sentence: The women beside the dog,go,goes,913
Choose the correct verb form for the following sentence: The guy beside the cats,is,are,914
Choose the correct verb form for the following sentence: The woman near the trucks,goes,go,915
Choose the correct verb form for the following sentence: The kids near the bike,go,goes,916
Choose the correct verb form for the following sentence: The uncle near the cars,has,have,917
Choose the correct verb form for the following sentence: The lawyer beside the desk,does,do,919
Choose the correct verb form for the following sentence: The singers behind the dogs,are,is,920
Choose the correct verb form for the following sentence: The man beside the desks,goes,go,921
Choose the correct verb form for the following sentence: The farmers beside the car,go,goes,922
Choose the correct verb form for the following sentence: The boy behind the dog,does,do,923
Choose the correct verb form for the following sentence: The poet beside the tables,is,are,924
Choose the correct verb form for the following sentence: The girls beside the trees,do,does,925
Choose the correct verb form for the following sentence: The carpenters near the chair,are,is,928
Choose the correct verb form for the following sentence: The doctors behind the windows,are,is,929
Choose the correct verb form for the following sentence: The farmer near the tables,does,do,930
Choose the correct verb form for the following sentence: The athlete beside the desks,does,do,932
Choose the correct verb form for the following sentence: The boy near the tables,goes,go,933
Choose the correct verb form for the following sentence: The girl near the tree,does,do,934
Choose the correct verb form for the following sentence: The boy behind the truck,has,have,938
Choose the correct verb form for the following sentence: The fathers near the trees,go,goes,939
Choose the correct verb form for the following sentence: The victim behind the bikes,is,are,940
Choose the correct verb form for the following sentence: The lawyer behind the desk,has,have,941
Choose the correct verb form for the following sentence: The man behind the trucks,does,do,942
Choose the correct verb form for the following sentence: The friend behind the windows,has,have,943
Choose the correct verb form for the following sentence: The father near the tree,is,are,944
Choose the correct verb form for the following sentence: The boy behind the trees,does,do,946
Choose the correct verb form for the following sentence: The mother near the tree,has,have,947
Choose the correct verb form for the following sentence: The aunt behind the table,is,are,948
Choose the correct verb form for the following sentence: The uncles behind the chair,do,does,949
Choose the correct verb form for the following sentence: The farmer beside the chair,goes,go,950
Choose the correct verb form for the following sentence: The uncles behind the bike,are,is,951
Choose the correct verb form for the following sentence: The guy near the bike,is,are,952
Choose the correct verb form for the following sentence: The boy beside the cats,goes,go,953
Choose the correct verb form for the following sentence: The poets beside the tables,are,is,954
Choose the correct verb form for the following sentence: The lawyer beside the dog,has,have,955
Choose the correct verb form for the following sentence: The woman behind the cat,goes,go,956
Choose the correct verb form for the following sentence: The carpenters near the trucks,do,does,959
Choose the correct verb form for the following sentence: The father near the cats,goes,go,960
Choose the correct verb form for the following sentence: The singers beside the tables,do,does,961
Choose the correct verb form for the following sentence: The boys near the tables,go,goes,963
Choose the correct verb form for the following sentence: The victim beside the desks,does,do,964
Choose the correct verb form for the following sentence: The farmers near the dogs,have,has,967
Choose the correct verb form for the following sentence: The teachers near the trucks,are,is,968
Choose the correct verb form for the following sentence: The teacher behind the trees,is,are,970
Choose the correct verb form for the following sentence: The singer near the cats,has,have,972
Choose the correct verb form for the following sentence: The carpenters beside the dogs,do,does,973
Choose the correct verb form for the following sentence: The father behind the truck,has,have,974
Choose the correct verb form for the following sentence: The uncles beside the trees,have,has,975
Choose the correct verb form for the following sentence: The victims beside the cat,go,goes,978
Choose the correct verb form for the following sentence: The women behind the trucks,have,has,979
Choose the correct verb form for the following sentence: The uncles beside the cats,are,is,980
Choose the correct verb form for the following sentence: The athletes behind the chairs,have,has,982
Choose the correct verb form for the following sentence: The uncles behind the car,do,does,983
Choose the correct verb form for the following sentence: The victim beside the truck,goes,go,984
Choose the correct verb form for the following sentence: The lawyer behind the dogs,does,do,985
Choose the correct verb form for the following sentence: The girls near the windows,have,has,987
Choose the correct verb form for the following sentence: The kids beside the trees,have,has,991
Choose the correct verb form for the following sentence: The victims near the tables,have,has,993
Choose the correct verb form for the following sentence: The teachers beside the tree,do,does,994
Choose the correct verb form for the following sentence: The mothers beside the trucks,are,is,995
Choose the correct verb form for the following sentence: The uncle behind the dog,goes,go,996
Choose the correct verb form for the following sentence: The friends behind the desk,have,has,997
Choose the correct verb form for the following sentence: The boys behind the tree,do,does,999
Choose the correct verb form for the following sentence: The women beside the window,go,goes,1000
Choose the correct verb form for the following sentence: The farmer beside the truck,is,are,1001
Choose the correct verb form for the following sentence: The doctor behind the desk,is,are,1002
Choose the correct verb form for the following sentence: The aunt behind the cats,is,are,1003
Choose the correct verb form for the following sentence: The mothers beside the tables,do,does,1004
Choose the correct verb form for the following sentence: The doctors behind the desk,are,is,1005
Choose the correct verb form for the following sentence: The aunt beside the cars,goes,go,1006
Choose the correct verb form for the following sentence: The guy near the truck,is,are,1007
Choose the correct verb form for the following sentence: The friends behind the windows,have,has,1011
Choose the correct verb form for the following sentence: The friend near the tables,is,are,1012
Choose the correct verb form for the following sentence: The women near the trees,go,goes,1013
Choose the correct verb form for the following sentence: The woman behind the tree,does,do,1014
Choose the correct verb form for the following sentence: The woman behind the trucks,does,do,1018
Choose the correct verb form for the following sentence: The poet behind the chair,does,do,1019
Choose the correct verb form for the following sentence: The singer near the desks,has,have,1020
Choose the correct verb form for the following sentence: The carpenter behind the trucks,goes,go,1021
Choose the correct verb form for the following sentence: The doctor near the tables,has,have,1022
Choose the correct verb form for the following sentence: The farmers beside the cat,are,is,1023
Choose the correct verb form for the following sentence: The carpenters beside the cars,are,is,1027
Choose the correct verb form for the following sentence: The friends beside the cat,go,goes,1029
Choose the correct verb form for the following sentence: The aunt behind the desk,has,have,1030
Choose the correct verb form for the following sentence: The girl beside the window,goes,go,1031
Choose the correct verb form for the following sentence: The men beside the trees,have,has,1038
Choose the correct verb form for the following sentence: The athlete near the table,is,are,1040
Choose the correct verb form for the following sentence: The guys near the window,have,has,1042
Choose the correct verb form for the following sentence: The man behind the cats,goes,go,1043
Choose the correct verb form for the following sentence: The fathers near the chair,go,goes,1044
Choose the correct verb form for the following sentence: The men beside the bikes,have,has,1045
Choose the correct verb form for the following sentence: The uncle behind the tables,is,are,1046
Choose the correct verb form for the following sentence: The teacher near the cats,has,have,1047
Choose the correct verb form for the following sentence: The athlete near the tables,goes,go,1048
Choose the correct verb form for the following sentence: The father beside the cars,does,do,1051
Choose the correct verb form for the following sentence: The woman beside the cat,goes,go,1052
Choose the correct verb form for the following sentence: The teachers behind the windows,are,is,1053
Choose the correct verb form for the following sentence: The teacher beside the bike,is,are,1054
Choose the correct verb form for the following sentence: The guy behind the desk,has,have,1055
Choose the correct verb form for the following sentence: The lawyers behind the car,have,has,1056
Choose the correct verb form for the following sentence: The doctor beside the dogs,is,are,1059
Choose the correct verb form for the following sentence: The girls near the chair,do,does,1061
Choose the correct verb form for the following sentence: The boys near the trucks,are,is,1064
Choose the correct verb form for the following sentence: The farmer beside the desk,does,do,1066
Choose the correct verb form for the following sentence: The boys behind the desks,do,does,1068
Choose the correct verb form for the following sentence: The boy behind the bikes,has,have,1070
Choose the correct verb form for the following sentence: The farmer near the truck,is,are,1072
Choose the correct verb form for the following sentence: The poets near the truck,are,is,1074
Choose the correct verb form for the following sentence: The athlete behind the bikes,has,have,1075
Choose the correct verb form for the following sentence: The women near the tree,have,has,1076
Choose the correct verb form for the following sentence: The father near the bike,does,do,1077
Choose the correct verb form for the following sentence: The women behind the car,have,has,1078
Choose the correct verb form for the following sentence: The friends behind the trees,do,does,1080
Choose the correct verb form for the following sentence: The man beside the window,has,have,1083
Choose the correct verb form for the following sentence: The mothers near the chairs,do,does,1084
Choose the correct verb form for the following sentence: The farmers beside the chair,do,does,1085
Choose the correct verb form for the following sentence: The poets near the dogs,go,goes,1086
Choose the correct verb form for the following sentence: The victim near the window,goes,go,1087
Choose the correct verb form for the following sentence: The uncle beside the cats,goes,go,1088
Choose the correct verb form for the following sentence: The girl behind the dogs,does,do,1089
Choose the correct verb form for the following sentence: The uncle behind the cars,goes,go,1091
Choose the correct verb form for the following sentence: The mothers near the bike,go,goes,1093
Choose the correct verb form for the following sentence: The uncle behind the desks,is,are,1094
Choose the correct verb form for the following sentence: The victims beside the truck,go,goes,1095
Choose the correct verb form for the following sentence: The lawyer near the chair,is,are,1096
Choose the correct verb form for the following sentence: The girls behind the truck,have,has,1097
Choose the correct verb form for the following sentence: The lawyer beside the table,is,are,1098
Choose the correct verb form for the following sentence: The fathers near the bikes,are,is,1101
Choose the correct verb form for the following sentence: The aunts behind the dog,have,has,1102
Choose the correct verb form for the following sentence: The girls behind the dog,do,does,1103
Choose the correct verb form for the following sentence: The carpenter behind the car,does,do,1104
Choose the correct verb form for the following sentence: The poet near the dog,has,have,1106
Choose the correct verb form for the following sentence: The farmers behind the tree,are,is,1107
Choose the correct verb form for the following sentence: The poet behind the table,has,have,1108
Choose the correct verb form for the following sentence: The carpenter near the desks,goes,go,1110
Choose the correct verb form for the following sentence: The boy beside the tables,is,are,1112
Choose the correct verb form for the following sentence: The kid behind the table,does,do,1114
Choose the correct verb form for the following sentence: The lawyer beside the chair,does,do,1115
Choose the correct verb form for the following sentence: The carpenters near the tree,have,has,1116
Choose the correct verb form for the following sentence: The friend beside the trees,goes,go,1117
Choose the correct verb form for the following sentence: The guy beside the window,does,do,1118
Choose the correct verb form for the following sentence: The poet near the cat,does,do,1119
Choose the correct verb form for the following sentence: The woman near the truck,is,are,1120
Choose the correct verb form for the following sentence: The athlete behind the trucks,is,are,1122
Choose the correct verb form for the following sentence: The poets behind the cat,go,goes,1124
Choose the correct verb form for the following sentence: The singer behind the dog,has,have,1126
Choose the correct verb form for the following sentence: The man beside the cats,does,do,1128
Choose the correct verb form for the following sentence: The carpenters beside the cats,have,has,1129
Choose the correct verb form for the following sentence: The guy beside the desk,goes,go,1130
Choose the correct verb form for the following sentence: The uncle near the car,has,have,1133
Choose the correct verb form for the following sentence: The mother near the windows,is,are,1134
Choose the correct verb form for the following sentence: The kids behind the dog,go,goes,1136
Choose the correct verb form for the following sentence: The men beside the chairs,go,goes,1137
Choose the correct verb form for the following sentence: The victims behind the cats,are,is,1138
Choose the correct verb form for the following sentence: The fathers near the bike,have,has,1140
Choose the correct verb form for the following sentence: The man behind the desks,has,have,1141
Choose the correct verb form for the following sentence: The poets near the desk,do,does,1142
Choose the correct verb form for the following sentence: The athletes beside the chairs,do,does,1143
Choose the correct verb form for the following sentence: The poet beside the dog,is,are,1146
Choose the correct verb form for the following sentence: The farmer near the cars,has,have,1147
Choose the correct verb form for the following sentence: The poets beside the chairs,do,does,1148
Choose the correct verb form for the following sentence: The teacher beside the truck,has,have,1150
Choose the correct verb form for the following sentence: The farmer beside the bikes,does,do,1152
Choose the correct verb form for the following sentence: The victim near the cat,goes,go,1153
Choose the correct verb form for the following sentence: The aunt beside the dog,goes,go,1154
Choose the correct verb form for the following sentence: The woman near the table,is,are,1155
Choose the correct verb form for the following sentence: The boy near the table,does,do,1157
Choose the correct verb form for the following sentence: The lawyers beside the chair,go,goes,1158
Choose the correct verb form for the following sentence: The teachers near the car,are,is,1161
Choose the correct verb form for the following sentence: The singer near the trees,does,do,1162
Choose the correct verb form for the following sentence: The guys beside the chair,do,does,1164
Choose the correct verb form for the following sentence: The woman behind the car,does,do,1165
Choose the correct verb form for the following sentence: The victim near the chairs,is,are,1166
Choose the correct verb form for the following sentence: The boys near the car,are,is,1167
Choose the correct verb form for the following sentence: The fathers near the cars,go,goes,1168
Choose the correct verb form for the following sentence: The kid behind the dog,has,have,1169
Choose the correct verb form for the following sentence: The lawyers beside the bikes,have,has,1172
Choose the correct verb form for the following sentence: The friends behind the window,go,goes,1173
Choose the correct verb form for the following sentence: The lawyer behind the desks,is,are,1175
Choose the correct verb form for the following sentence: The father behind the desk,does,do,1176
Choose the correct verb form for the following sentence: The poet behind the window,goes,go,1177
Choose the correct verb form for the following sentence: The mothers behind the dog,go,goes,1178
Choose the correct verb form for the following sentence: The victim behind the tables,goes,go,1182
Choose the correct verb form for the following sentence: The man beside the truck,does,do,1188
Choose the correct verb form for the following sentence: The women beside the desk,do,does,1189
Choose the correct verb form for the following sentence: The athletes behind the trucks,are,is,1191
Choose the correct verb form for the following sentence: The doctor near the tree,does,do,1192
Choose the correct verb form for the following sentence: The women near the tables,do,does,1193
Choose the correct verb form for the following sentence: The aunt near the window,has,have,1194
Choose the correct verb form for the following sentence: The mother near the cat,goes,go,1195
Choose the correct verb form for the following sentence: The lawyer beside the desks,does,do,1196
Choose the correct verb form for the following sentence: The boys behind the chair,have,has,1197
Choose the correct verb form for the following sentence: The guy behind the window,does,do,1198
Choose the correct verb form for the following sentence: The friend near the bike,has,have,1199
Choose the correct verb form for the following sentence: The women near the chair,have,has,1202
Choose the correct verb form for the following sentence: The doctor near the cats,is,are,1203
Choose the correct verb form for the following sentence: The mothers behind the desk,do,does,1204
Choose the correct verb form for the following sentence: The poet behind the windows,is,are,1205
Choose the correct verb form for the following sentence: The kid behind the tree,has,have,1207
Choose the correct verb form for the following sentence: The uncles near the cat,go,goes,1209
Choose the correct verb form for the following sentence: The women behind the truck,go,goes,1210
Choose the correct verb form for the following sentence: The kids near the chair,go,goes,1211
Choose the correct verb form for the following sentence: The kids beside the dog,go,goes,1212
Choose the correct verb form for the following sentence: The farmers near the tables,are,is,1213
Choose the correct verb form for the following sentence: The singer beside the tree,has,have,1215
Choose the correct verb form for the following sentence: The mothers near the car,have,has,1217
Choose the correct verb form for the following sentence: The aunts near the dog,have,has,1219
Choose the correct verb form for the following sentence: The uncle beside the truck,goes,go,1222
Choose the correct verb form for the following sentence: The friend beside the windows,has,have,1224
Choose the correct verb form for the following sentence: The man behind the dogs,goes,go,1225
Choose the correct verb form for the following sentence: The carpenter near the chairs,goes,go,1229
Choose the correct verb form for the following sentence: The girl beside the cat,does,do,1232
Choose the correct verb form for the following sentence: The athlete behind the table,has,have,1233
Choose the correct verb form for the following sentence: The boys near the cars,are,is,1235
Choose the correct verb form for the following sentence: The victims behind the bikes,go,goes,1236
Choose the correct verb form for the following sentence: The athlete near the dogs,has,have,1239
Choose the correct verb form for the following sentence: The father behind the cars,does,do,1241
Choose the correct verb form for the following sentence: The victims behind the desks,do,does,1243
Choose the correct verb form for the following sentence: The girls behind the trucks,do,does,1245
Choose the correct verb form for the following sentence: The kid near the cats,does,do,1246
Choose the correct verb form for the following sentence: The women near the cars,go,goes,1247
Choose the correct verb form for the following sentence: The uncles beside the truck,are,is,1248
Choose the correct verb form for the following sentence: The athlete behind the bike,is,are,1251
Choose the correct verb form for the following sentence: The girl near the trees,goes,go,1252
Choose the correct verb form for the following sentence: The friends beside the trucks,have,has,1253
Choose the correct verb form for the following sentence: The mother near the cars,has,have,1255
Choose the correct verb form for the following sentence: The father beside the chair,does,do,1257
Choose the correct verb form for the following sentence: The victim beside the bikes,is,are,1258
Choose the correct verb form for the following sentence: The farmers behind the dogs,are,is,1260
Choose the correct verb form for the following sentence: The lawyers behind the bikes,do,does,1262
Choose the correct verb form for the following sentence: The aunts beside the chairs,are,is,1263
Choose the correct verb form for the following sentence: The teacher near the trucks,goes,go,1266
Choose the correct verb form for the following sentence: The singer behind the desks,has,have,1269
Choose the correct verb form for the following sentence: The singers near the dog,are,is,1272
Choose the correct verb form for the following sentence: The women beside the chairs,are,is,1273
Choose the correct verb form for the following sentence: The friends beside the desks,go,goes,1274
Choose the correct verb form for the following sentence: The doctor beside the dog,is,are,1276
Choose the correct verb form for the following sentence: The victims near the cat,go,goes,1278
Choose the correct verb form for the following sentence: The kid behind the desks,does,do,1280
Choose the correct verb form for the following sentence: The friend beside the bikes,has,have,1281
Choose the correct verb form for the following sentence: The doctor behind the cars,does,do,1283
Choose the correct verb form for the following sentence: The victim behind the chair,has,have,1284
Choose the correct verb form for the following sentence: The victims near the tree,are,is,1285
Choose the correct verb form for the following sentence: The girl behind the truck,does,do,1286
Choose the correct verb form for the following sentence: The boys behind the cat,have,has,1288
Choose the correct verb form for the following sentence: The athlete beside the truck,does,do,1290
Choose the correct verb form for the following sentence: The girls beside the bike,do,does,1291
Choose the correct verb form for the following sentence: The lawyer behind the table,has,have,1293
Choose the correct verb form for the following sentence: The fathers behind the cars,have,has,1295
Choose the correct verb form for the following sentence: The poets behind the chair,have,has,1298
Choose the correct verb form for the following sentence: The doctor near the chairs,goes,go,1299
Choose the correct verb form for the following sentence: The boys beside the chairs,do,does,1300
Choose the correct verb form for the following sentence: The lawyers near the trucks,do,does,1301
Choose the correct verb form for the following sentence: The fathers beside the desks,go,goes,1302
Choose the correct verb form for the following sentence: The singer near the car,does,do,1304
Choose the correct verb form for the following sentence: The kid behind the cars,goes,go,1305
Choose the correct verb form for the following sentence: The father near the car,has,have,1306
Choose the correct verb form for the following sentence: The aunts near the trees,do,does,1307
Choose the correct verb form for the following sentence: The men beside the cars,have,has,1308
Choose the correct verb form for the following sentence: The aunts beside the trees,do,does,1309
Choose the correct verb form for the following sentence: The victims behind the dog,go,goes,1312
Choose the correct verb form for the following sentence: The victims beside the dogs,do,does,1314
Choose the correct verb form for the following sentence: The carpenter behind the tree,goes,go,1315
Choose the correct verb form for the following sentence: The teacher near the bike,goes,go,1317
Choose the correct verb form for the following sentence: The carpenters near the bikes,have,has,1320
Choose the correct verb form for the following sentence: The aunt beside the desk,does,do,1322
Choose the correct verb form for the following sentence: The poets behind the dog,go,goes,1324
Choose the correct verb form for the following sentence: The women beside the cats,do,does,1325
Choose the correct verb form for the following sentence: The victims near the truck,go,goes,1331
Choose the correct verb form for the following sentence: The aunts behind the trees,go,goes,1332
Choose the correct verb form for the following sentence: The women beside the windows,go,goes,1333
Choose the correct verb form for the following sentence: The singer beside the trucks,is,are,1334
Choose the correct verb form for the following sentence: The boy near the cat,is,are,1335
Choose the correct verb form for the following sentence: The poets near the chairs,do,does,1336
Choose the correct verb form for the following sentence: The man near the chair,goes,go,1338
Choose the correct verb form for the following sentence: The uncle beside the table,goes,go,1342
Choose the correct verb form for the following sentence: The men beside the cats,do,does,1344
Choose the correct verb form for the following sentence: The aunt near the bikes,goes,go,1345
Choose the correct verb form for the following sentence: The men behind the cats,go,goes,1347
Choose the correct verb form for the following sentence: The carpenter beside the tables,does,do,1349
Choose the correct verb form for the following sentence: The teacher beside the windows,has,have,1350
Choose the correct verb form for the following sentence: The kid near the truck,goes,go,1351
Choose the correct verb form for the following sentence: The mother beside the window,goes,go,1353
Choose the correct verb form for the following sentence: The singers beside the trees,go,goes,1358
Choose the correct verb form for the following sentence: The father behind the dogs,goes,go,1362
Choose the correct verb form for the following sentence: The mothers near the truck,go,goes,1367
Choose the correct verb form for the following sentence: The teachers behind the dog,go,goes,1369
Choose the correct verb form for the following sentence: The man behind the dog,is,are,1370
Choose the correct verb form for the following sentence: The aunts beside the dogs,go,goes,1372
Choose the correct verb form for the following sentence: The aunts near the chairs,go,goes,1374
Choose the correct verb form for the following sentence: The athlete beside the cat,does,do,1378
Choose the correct verb form for the following sentence: The men near the tables,go,goes,1384
Choose the correct verb form for the following sentence: The teacher behind the dogs,does,do,1385
Choose the correct verb form for the following sentence: The man beside the dog,has,have,1387
Choose the correct verb form for the following sentence: The athlete beside the cars,is,are,1388
Choose the correct verb form for the following sentence: The singer near the chairs,is,are,1389
Choose the correct verb form for the following sentence: The men near the cars,do,does,1390
Choose the correct verb form for the following sentence: The lawyer near the cat,does,do,1392
Choose the correct verb form for the following sentence: The girls near the car,have,has,1394
Choose the correct verb form for the following sentence: The lawyer behind the window,goes,go,1396
Choose the correct verb form for the following sentence: The athletes near the window,are,is,1397
Choose the correct verb form for the following sentence: The poet near the cats,has,have,1398
Choose the correct verb form for the following sentence: The friends near the window,go,goes,1399
Choose the correct verb form for the following sentence: The poets beside the truck,are,is,1400
Choose the correct verb form for the following sentence: The farmers near the trucks,do,does,1401
Choose the correct verb form for the following sentence: The carpenter beside the cats,does,do,1402
Choose the correct verb form for the following sentence: The friends beside the chair,are,is,1405
Choose the correct verb form for the following sentence: The boys beside the cars,have,has,1407
Choose the correct verb form for the following sentence: The fathers behind the tree,are,is,1410
Choose the correct verb form for the following sentence: The uncles behind the desk,are,is,1411
Choose the correct verb form for the following sentence: The lawyers near the bike,do,does,1412
Choose the correct verb form for the following sentence: The carpenter behind the dog,is,are,1418
Choose the correct verb form for the following sentence: The uncle near the dog,has,have,1419
Choose the correct verb form for the following sentence: The victims behind the chair,have,has,1420
Choose the correct verb form for the following sentence: The victims behind the window,have,has,1421
Choose the correct verb form for the following sentence: The aunts behind the cats,go,goes,1423
Choose the correct verb form for the following sentence: The teacher behind the tables,is,are,1426
Choose the correct verb form for the following sentence: The guys near the dogs,do,does,1427
Choose the correct verb form for the following sentence: The kids near the dogs,are,is,1428
Choose the correct verb form for the following sentence: The kid beside the chairs,is,are,1429
Choose the correct verb form for the following sentence: The girl near the window,does,do,1431
Choose the correct verb form for the following sentence: The guys near the table,go,goes,1433
Choose the correct verb form for the following sentence: The lawyers behind the truck,are,is,1436
Choose the correct verb form for the following sentence: The girls behind the trees,have,has,1437
Choose the correct verb form for the following sentence: The victim beside the chair,has,have,1438
Choose the correct verb form for the following sentence: The friend near the trucks,has,have,1439
Choose the correct verb form for the following sentence: The fathers behind the windows,do,does,1441
Choose the correct verb form for the following sentence: The lawyers near the cats,go,goes,1442
Choose the correct verb form for the following sentence: The girls beside the desk,have,has,1443
Choose the correct verb form for the following sentence: The man near the chairs,goes,go,1444
Choose the correct verb form for the following sentence: The boy beside the dog,is,are,1445
Choose the correct verb form for the following sentence: The woman behind the cats,has,have,1446
Choose the correct verb form for the following sentence: The aunt beside the windows,is,are,1448
Choose the correct verb form for the following sentence: The girl behind the table,does,do,1449
Choose the correct verb form for the following sentence: The kid near the trucks,is,are,1452
Choose the correct verb form for the following sentence: The guy beside the cars,is,are,1453
Choose the correct verb form for the following sentence: The guy near the trucks,goes,go,1455
Choose the correct verb form for the following sentence: The mother near the cats,goes,go,1456
Choose the correct verb form for the following sentence: The men near the dog,have,has,1459
Choose the correct verb form for the following sentence: The singers near the cats,are,is,1460
Choose the correct verb form for the following sentence: The poet beside the cats,has,have,1461
Choose the correct verb form for the following sentence: The carpenters behind the window,have,has,1464
Choose the correct verb form for the following sentence: The singers near the trees,do,does,1466
Choose the correct verb form for the following sentence: The woman behind the bikes,does,do,1467
Choose the correct verb form for the following sentence: The mother behind the trucks,does,do,1472
Choose the correct verb form for the following sentence: The athletes near the cat,do,does,1474
Choose the correct verb form for the following sentence: The father beside the window,goes,go,1475
Choose the correct verb form for the following sentence: The lawyers near the chairs,go,goes,1479
Choose the correct verb form for the following sentence: The guy near the tree,does,do,1480
Choose the correct verb form for the following sentence: The mother behind the cat,does,do,1484
Choose the correct verb form for the following sentence: The farmer near the windows,goes,go,1485
Choose the correct verb form for the following sentence: The aunts behind the window,do,does,1487
Choose the correct verb form for the following sentence: The girl near the trucks,goes,go,1488
Choose the correct verb form for the following sentence: The carpenter beside the cars,is,are,1491
Choose the correct verb form for the following sentence: The friends behind the cats,are,is,1492
Choose the correct verb form for the following sentence: The doctors behind the trees,have,has,1495
Choose the correct verb form for the following sentence: The kids near the cats,have,has,1496
Choose the correct verb form for the following sentence: The poets near the chair,have,has,1500
Choose the correct verb form for the following sentence: The athletes near the truck,do,does,1501
Choose the correct verb form for the following sentence: The farmers behind the window,do,does,1505
Choose the correct verb form for the following sentence: The guys beside the desk,are,is,1506
Choose the correct verb form for the following sentence: The farmers beside the trucks,go,goes,1507
Choose the correct verb form for the following sentence: The teachers behind the truck,do,does,1508
Choose the correct verb form for the following sentence: The friend near the windows,goes,go,1510
Choose the correct verb form for the following sentence: The teacher beside the tables,goes,go,1512
Choose the correct verb form for the following sentence: The doctor beside the bike,goes,go,1514
Choose the correct verb form for the following sentence: The kid near the chairs,has,have,1515
Choose the correct verb form for the following sentence: The singer beside the desks,is,are,1516
Choose the correct verb form for the following sentence: The doctor near the windows,goes,go,1517
Choose the correct verb form for the following sentence: The women beside the tree,do,does,1519
Choose the correct verb form for the following sentence: The teachers beside the cats,do,does,1520
Choose the correct verb form for the following sentence: The farmer behind the desks,does,do,1523
Choose the correct verb form for the following sentence: The singers behind the trees,go,goes,1526
Choose the correct verb form for the following sentence: The doctor near the bikes,is,are,1530
Choose the correct verb form for the following sentence: The boys near the cats,go,goes,1531
Choose the correct verb form for the following sentence: The friends beside the window,have,has,1534
Choose the correct verb form for the following sentence: The farmers beside the chairs,do,does,1535
Choose the correct verb form for the following sentence: The men beside the window,are,is,1538
Choose the correct verb form for the following sentence: The fathers behind the truck,do,does,1540
Choose the correct verb form for the following sentence: The victims behind the cars,are,is,1541
Choose the correct verb form for the following sentence: The lawyers beside the tree,do,does,1542
Choose the correct verb form for the following sentence: The friends behind the tables,are,is,1544
Choose the correct verb form for the following sentence: The kid behind the bikes,is,are,1545
Choose the correct verb form for the following sentence: The victim beside the tables,goes,go,1546
Choose the correct verb form for the following sentence: The aunt near the tree,has,have,1547
Choose the correct verb form for the following sentence: The athletes beside the windows,do,does,1549
Choose the correct verb form for the following sentence: The farmer beside the chairs,has,have,1552
Choose the correct verb form for the following sentence: The doctors behind the tree,do,does,1555
