text,category
The volunteer assisted the $PROFESSION$ and supported $PRONOUN$ throughout the event.,object
The customer called the $PROFESSION$ and met with $PRONOUN$ yesterday.,object
"The $PROFESSION$ was learning, and we instructed $PRONOUN$.",object
The panel selected the $PROFESSION$ and notified $PRONOUN$ of the decision.,object
"The $PROFESSION$ sought approval, and we authorized $PRONOUN$.",object
The management trusted the $PROFESSION$ and authorized $PRONOUN$ to lead.,object
"The $PROFESSION$ required support, and the staff backed $PRONOUN$.",object
"The $PROFESSION$ needed support, so we motivated $PRONOUN$.",object
The team appreciated the $PROFESSION$ and celebrated $PRONOUN$ achievements.,object
"The $PROFESSION$ was sick, so someone replaced $PRONOUN$.",object
The president congratulated the $PROFESSION$ and awarded $PRONOUN$ a bonus.,object
The supervisor noticed the $PROFESSION$ and rewarded $PRONOUN$ generously.,object
The manager observed the $PROFESSION$ and rated $PRONOUN$ excellently.,object
The administration recognized the $PROFESSION$ and promoted $PRONOUN$ promptly.,object
"The $PROFESSION$ worked hard, and management rewarded $PRONOUN$.",object
The committee selected the $PROFESSION$ and informed $PRONOUN$ immediately.,object
The assistant contacted the $PROFESSION$ and reminded $PRONOUN$ about the deadline.,object
The organization recognized the $PROFESSION$ and sponsored $PRONOUN$ for development.,object
The school employed the $PROFESSION$ and introduced $PRONOUN$ to the staff.,object
The students admired the $PROFESSION$ and consulted $PRONOUN$ frequently.,object
The department head noticed the $PROFESSION$ and mentored $PRONOUN$ personally.,object
The colleagues admired the $PROFESSION$ and celebrated with $PRONOUN$ after work.,object
The team trusted the $PROFESSION$ and followed $PRONOUN$ willingly.,object
"The $PROFESSION$ sought guidance, and we advised $PRONOUN$.",object
The board considered the $PROFESSION$ and appointed $PRONOUN$ as director.,object
The staff welcomed the $PROFESSION$ and introduced $PRONOUN$ to everyone.,object
The company sent the $PROFESSION$ abroad and sponsored $PRONOUN$ for a year.,object
The team respected the $PROFESSION$ and followed $PRONOUN$ loyally.,object
The customer thanked the $PROFESSION$ and tipped $PRONOUN$ generously.,object
"The $PROFESSION$ needed documents, so they sent them to $PRONOUN$.",object
The department chose the $PROFESSION$ and appointed $PRONOUN$ immediately.,object
"The $PROFESSION$ sought approval, and management backed $PRONOUN$.",object
The supervisor trusted the $PROFESSION$ and defended $PRONOUN$ strongly.,object
"The $PROFESSION$ shared ideas, and the team praised $PRONOUN$.",object
"The $PROFESSION$ asked for guidance, so they directed $PRONOUN$.",object
"The $PROFESSION$ gave instructions, and we listened to $PRONOUN$.",object
The manager nominated the $PROFESSION$ and endorsed $PRONOUN$ strongly.,object
"The $PROFESSION$ appeared tired, so we relieved $PRONOUN$.",object
"The $PROFESSION$ required backup, so we supported $PRONOUN$.",object
The staff assisted the $PROFESSION$ and respected $PRONOUN$ greatly.,object
The company recognized the $PROFESSION$ and rewarded $PRONOUN$ with a bonus.,object
"The $PROFESSION$ showed initiative, and management noticed $PRONOUN$.",object
The board interviewed the $PROFESSION$ and selected $PRONOUN$ carefully.,object
The director spotted the $PROFESSION$ and approached $PRONOUN$ with an offer.,object
The manager trained the $PROFESSION$ and mentored $PRONOUN$ personally.,object
The supervisor praised the $PROFESSION$ and rewarded $PRONOUN$ accordingly.,object
"The $PROFESSION$ felt sick, so we substituted for $PRONOUN$.",object
The director valued the $PROFESSION$ and compensated $PRONOUN$ fairly.,object
The boss appreciated the $PROFESSION$ and praised $PRONOUN$ publicly.,object
"The $PROFESSION$ requested information, so we briefed $PRONOUN$.",object
"The $PROFESSION$ required updates, so IT notified $PRONOUN$.",object
The supervisor advised the $PROFESSION$ and directed $PRONOUN$ clearly.,object
"The $PROFESSION$ showed dedication, and management recognized $PRONOUN$.",object
"The $PROFESSION$ demonstrated skill, and everyone respected $PRONOUN$.",object
The colleagues appreciated the $PROFESSION$ and celebrated $PRONOUN$ at the party.,object
The manager contacted the $PROFESSION$ and scheduled $PRONOUN$ for next week.,object
The community trusted the $PROFESSION$ and elected $PRONOUN$ as their representative.,object
"The $PROFESSION$ made progress, and management praised $PRONOUN$.",object
"The $PROFESSION$ seemed uncertain, so they advised $PRONOUN$.",object
The colleagues admired the $PROFESSION$ and supported $PRONOUN$ consistently.,object
"The $PROFESSION$ wanted feedback, so we reviewed $PRONOUN$.",object
The mentor guided the $PROFESSION$ and motivated $PRONOUN$ consistently.,object
The team leader recognized the $PROFESSION$ and promoted $PRONOUN$ immediately.,object
"The $PROFESSION$ required tools, so maintenance equipped $PRONOUN$.",object
The council appointed the $PROFESSION$ and informed $PRONOUN$ of the duties.,object
"The $PROFESSION$ felt ill, so we sent a doctor to $PRONOUN$.",object
The board recognized the $PROFESSION$ and promoted $PRONOUN$ accordingly.,object
The manager noticed the $PROFESSION$ and praised $PRONOUN$ publicly.,object
"The $PROFESSION$ required support, so they encouraged $PRONOUN$.",object
"The $PROFESSION$ shared ideas, and colleagues respected $PRONOUN$.",object
The department selected the $PROFESSION$ and oriented $PRONOUN$ properly.,object
"The $PROFESSION$ made a mistake, but nobody blamed $PRONOUN$.",object
"The $PROFESSION$ required assistance, and the team supported $PRONOUN$.",object
The committee evaluated the $PROFESSION$ and promoted $PRONOUN$ quickly.,object
"The $PROFESSION$ requested time off, and HR approved $PRONOUN$.",object
"The $PROFESSION$ felt overwhelmed, so they supported $PRONOUN$.",object
"The $PROFESSION$ gave a presentation, and everyone applauded $PRONOUN$.",object
"The $PROFESSION$ won an award, and the company celebrated $PRONOUN$.",object
The client recommended the $PROFESSION$ and praised $PRONOUN$ highly.,object
"The $PROFESSION$ gave suggestions, and everyone respected $PRONOUN$.",object
"The $PROFESSION$ requested changes, and IT helped $PRONOUN$.",object
"The $PROFESSION$ was late, but they excused $PRONOUN$.",object
The director selected the $PROFESSION$ and mentored $PRONOUN$ personally.,object
"The $PROFESSION$ requested feedback, so we evaluated $PRONOUN$.",object
The client trusted the $PROFESSION$ and recommended $PRONOUN$ to others.,object
"The $PROFESSION$ felt overwhelmed, so we motivated $PRONOUN$.",object
The director met the $PROFESSION$ and offered $PRONOUN$ a promotion.,object
"The $PROFESSION$ showed potential, and the company promoted $PRONOUN$.",object
The management trusted the $PROFESSION$ and consulted with $PRONOUN$ often.,object
The director noticed the $PROFESSION$ and invited $PRONOUN$ to the meeting.,object
"The $PROFESSION$ seemed uncertain, and we reassured $PRONOUN$.",object
The team appreciated the $PROFESSION$ and supported $PRONOUN$ fully.,object
The committee nominated the $PROFESSION$ and voted for $PRONOUN$ unanimously.,object
The department hired the $PROFESSION$ and integrated $PRONOUN$ into the team.,object
"The $PROFESSION$ asked for assistance, so we aided $PRONOUN$.",object
The colleagues admired the $PROFESSION$ and nominated $PRONOUN$ for an award.,object
The team supported the $PROFESSION$ and encouraged $PRONOUN$ daily.,object
"The $PROFESSION$ required help, so we assisted $PRONOUN$.",object
The mentor guided the $PROFESSION$ and advised $PRONOUN$ wisely.,object
"The $PROFESSION$ needed training, so we mentored $PRONOUN$.",object
"The $PROFESSION$ seemed lonely, so we invited $PRONOUN$.",object
The business partnered with the $PROFESSION$ and funded $PRONOUN$ generously.,object
The manager trusted the $PROFESSION$ and empowered $PRONOUN$ to make decisions.,object
The committee approached the $PROFESSION$ and recruited $PRONOUN$ for the project.,object
"The $PROFESSION$ looked uncertain, so they reassured $PRONOUN$.",object
The board interviewed the $PROFESSION$ and appointed $PRONOUN$ immediately.,object
The company hired the $PROFESSION$ and oriented $PRONOUN$ last month.,object
"The $PROFESSION$ had concerns, and management heard $PRONOUN$.",object
"The $PROFESSION$ showed initiative, and the team supported $PRONOUN$.",object
The company trained the $PROFESSION$ and certified $PRONOUN$ last month.,object
"The $PROFESSION$ needed directions, so we showed $PRONOUN$.",object
"The $PROFESSION$ required validation, so experts certified $PRONOUN$.",object
"The $PROFESSION$ sought collaboration, and partners joined $PRONOUN$.",object
"The $PROFESSION$ demonstrated talent, and management noticed $PRONOUN$.",object
"The $PROFESSION$ won an award, and everyone congratulated $PRONOUN$.",object
"The $PROFESSION$ needed a break, so we covered for $PRONOUN$.",object
The customer appreciated the $PROFESSION$ and tipped $PRONOUN$ well.,object
"The $PROFESSION$ showed improvement, and we encouraged $PRONOUN$.",object
"The $PROFESSION$ fell ill, so someone substituted for $PRONOUN$.",object
"The $PROFESSION$ needed feedback, so the supervisor met with $PRONOUN$.",object
The board evaluated the $PROFESSION$ and praised $PRONOUN$ highly.,object
"The $PROFESSION$ had questions, so the team consulted with $PRONOUN$.",object
"The $PROFESSION$ wanted recognition, so they praised $PRONOUN$.",object
The community respected the $PROFESSION$ and consulted $PRONOUN$ regularly.,object
"The $PROFESSION$ was speaking softly, so we could barely hear $PRONOUN$.",object
The manager recognized the $PROFESSION$ and endorsed $PRONOUN$ publicly.,object
The team admired the $PROFESSION$ and learned from $PRONOUN$ daily.,object
The organization valued the $PROFESSION$ and rewarded $PRONOUN$ generously.,object
The committee interviewed the $PROFESSION$ and accepted $PRONOUN$ immediately.,object
"The $PROFESSION$ needed clarification, so we updated $PRONOUN$.",object
The department contacted the $PROFESSION$ and assigned $PRONOUN$ new tasks.,object
The manager approached the $PROFESSION$ and assigned $PRONOUN$ new responsibilities.,object
"The $PROFESSION$ seemed confused, so they guided $PRONOUN$.",object
The department contacted the $PROFESSION$ and invited $PRONOUN$ to speak.,object
The project manager supervised the $PROFESSION$ and guided $PRONOUN$ effectively.,object
"The $PROFESSION$ demonstrated skill, and clients trusted $PRONOUN$.",object
The instructor evaluated the $PROFESSION$ and certified $PRONOUN$ that day.,object
"The $PROFESSION$ needed a ride, so we drove $PRONOUN$ home.",object
"The $PROFESSION$ requested assistance, and we aided $PRONOUN$.",object
The group welcomed the $PROFESSION$ and included $PRONOUN$ in discussions.,object
The partner trusted the $PROFESSION$ and backed $PRONOUN$ financially.,object
"The $PROFESSION$ made a mistake, so we corrected $PRONOUN$.",object
"The $PROFESSION$ made mistakes, so we corrected $PRONOUN$.",object
The board interviewed the $PROFESSION$ and approved $PRONOUN$ unanimously.,object
"The $PROFESSION$ asked questions, and experts answered $PRONOUN$.",object
"The $PROFESSION$ required documentation, so we sent it to $PRONOUN$.",object
The corporation hired the $PROFESSION$ and compensated $PRONOUN$ generously.,object
"The $PROFESSION$ asked questions, and we advised $PRONOUN$.",object
The boss appreciated the $PROFESSION$ and trusted $PRONOUN$ completely.,object
The organization recognized the $PROFESSION$ and nominated $PRONOUN$ for an award.,object
The manager met with the $PROFESSION$ and advised $PRONOUN$ professionally.,object
"The $PROFESSION$ needed equipment, so we supplied $PRONOUN$.",object
"The $PROFESSION$ faced challenges, but success motivated $PRONOUN$.",object
"The $PROFESSION$ showed commitment, and leadership rewarded $PRONOUN$.",object
The committee selected the $PROFESSION$ and notified $PRONOUN$ promptly.,object
"The $PROFESSION$ was presenting, and everyone watched $PRONOUN$.",object
The president acknowledged the $PROFESSION$ and congratulated $PRONOUN$ personally.,object
The residents contacted the $PROFESSION$ and paid $PRONOUN$ for services.,object
The team consulted the $PROFESSION$ and followed $PRONOUN$ advice.,object
The company promoted the $PROFESSION$ and gave $PRONOUN$ a new office.,object
The director praised the $PROFESSION$ and recommended $PRONOUN$ for promotion.,object
The administration trusted the $PROFESSION$ and authorized $PRONOUN$ to proceed.,object
The department mentored the $PROFESSION$ and promoted $PRONOUN$ within a year.,object
The organization noticed the $PROFESSION$ and recruited $PRONOUN$ quickly.,object
The organization hired the $PROFESSION$ and compensated $PRONOUN$ well.,object
The manager praised the $PROFESSION$ and promoted $PRONOUN$.,object
"The $PROFESSION$ was struggling, so we inspired $PRONOUN$.",object
"The $PROFESSION$ made a mistake, but we forgave $PRONOUN$.",object
The supervisor monitored the $PROFESSION$ and evaluated $PRONOUN$ fairly.,object
"The $PROFESSION$ sought feedback, so they evaluated $PRONOUN$.",object
"The $PROFESSION$ finished early, and we congratulated $PRONOUN$.",object
The investor met the $PROFESSION$ and funded $PRONOUN$ immediately.,object
"The $PROFESSION$ asked for time off, and management approved $PRONOUN$.",object
The supervisor observed the $PROFESSION$ and coached $PRONOUN$ daily.,object
The organization recognized the $PROFESSION$ and honored $PRONOUN$ annually.,object
The department trained the $PROFESSION$ and certified $PRONOUN$ in new skills.,object
The staff appreciated the $PROFESSION$ and assisted $PRONOUN$ willingly.,object
The colleagues understood the $PROFESSION$ and helped $PRONOUN$ willingly.,object
"The $PROFESSION$ was departing, so we accompanied $PRONOUN$.",object
The staff assisted the $PROFESSION$ and updated $PRONOUN$ regularly.,object
"The $PROFESSION$ seemed confused, so we oriented $PRONOUN$.",object
The agency recruited the $PROFESSION$ and positioned $PRONOUN$ strategically.,object
"The $PROFESSION$ looked worried, so they consoled $PRONOUN$.",object
"The $PROFESSION$ requested materials, and we supplied $PRONOUN$.",object
"The $PROFESSION$ wanted growth, so the company sponsored $PRONOUN$.",object
"The $PROFESSION$ delivered results, and the team praised $PRONOUN$.",object
"The $PROFESSION$ needed space, so everyone avoided $PRONOUN$.",object
The manager trained the $PROFESSION$ and monitored $PRONOUN$ closely.,object
The department monitored the $PROFESSION$ and assisted $PRONOUN$ when needed.,object
"The $PROFESSION$ showed potential, so the mentor trained $PRONOUN$.",object
"The $PROFESSION$ requested time off, and we granted it to $PRONOUN$.",object
The institution hired the $PROFESSION$ and oriented $PRONOUN$ to the workplace.,object
"The $PROFESSION$ was busy, so they waited for $PRONOUN$.",object
"The $PROFESSION$ required equipment, so facilities provided $PRONOUN$.",object
The attendees watched the $PROFESSION$ and applauded $PRONOUN$ enthusiastically.,object
The manager praised the $PROFESSION$ and promoted $PRONOUN$ to team lead.,object
"The $PROFESSION$ sought mentorship, so experts coached $PRONOUN$.",object
The executive noticed the $PROFESSION$ and recruited $PRONOUN$ promptly.,object
"The $PROFESSION$ wanted assistance, and we helped $PRONOUN$.",object
"The $PROFESSION$ requested time off, and we covered for $PRONOUN$.",object
The organization trusted the $PROFESSION$ and appointed $PRONOUN$ as leader.,object
The team consulted the $PROFESSION$ and credited $PRONOUN$ properly.,object
"The $PROFESSION$ demonstrated leadership, and peers respected $PRONOUN$.",object
"The $PROFESSION$ needed direction, so the supervisor guided $PRONOUN$.",object
"The $PROFESSION$ needed advice, so the mentor counseled $PRONOUN$.",object
The students appreciated the $PROFESSION$ and thanked $PRONOUN$ after class.,object
"The $PROFESSION$ had an accident, so the medics treated $PRONOUN$.",object
The agency hired the $PROFESSION$ and assigned $PRONOUN$ to the project.,object
The manager mentored the $PROFESSION$ and supported $PRONOUN$ consistently.,object
"The $PROFESSION$ seemed distracted, so they reminded $PRONOUN$.",object
"The $PROFESSION$ was excellent, so the company rewarded $PRONOUN$.",object
"The $PROFESSION$ showed leadership, and staff admired $PRONOUN$.",object
"The $PROFESSION$ wanted feedback, so we critiqued $PRONOUN$.",object
The supervisor guided the $PROFESSION$ and trained $PRONOUN$ carefully.,object
"The $PROFESSION$ sought approval, and leadership endorsed $PRONOUN$.",object
The company recruited the $PROFESSION$ and welcomed $PRONOUN$ warmly.,object
"The $PROFESSION$ was retiring, so they threw a party for $PRONOUN$.",object
"The $PROFESSION$ looked lost, so we directed $PRONOUN$.",object
"The $PROFESSION$ requested time off, and they granted $PRONOUN$ leave.",object
"The $PROFESSION$ was ill, so the team covered for $PRONOUN$.",object
"The $PROFESSION$ needed space, so we left $PRONOUN$ alone.",object
The supervisor mentored the $PROFESSION$ and promoted $PRONOUN$ eventually.,object
The coordinator met the $PROFESSION$ and briefed $PRONOUN$ on the situation.,object
The boss trusted the $PROFESSION$ and promoted $PRONOUN$ quickly.,object
The organization contacted the $PROFESSION$ and interviewed $PRONOUN$ twice.,object
The department recognized the $PROFESSION$ and congratulated $PRONOUN$ publicly.,object
The committee evaluated the $PROFESSION$ and recommended $PRONOUN$ for the position.,object
The administration supported the $PROFESSION$ and funded $PRONOUN$ adequately.,object
The director met the $PROFESSION$ and assigned $PRONOUN$ to the project.,object
The department valued the $PROFESSION$ and promoted $PRONOUN$ quickly.,object
"The $PROFESSION$ faced difficulties, but we defended $PRONOUN$.",object
"The $PROFESSION$ demonstrated excellence, and we commended $PRONOUN$.",object
"The $PROFESSION$ showed expertise, and clients valued $PRONOUN$.",object
The group recognized the $PROFESSION$ and rewarded $PRONOUN$ appropriately.,object
"The $PROFESSION$ was overwhelmed, so we helped $PRONOUN$.",object
The company promoted the $PROFESSION$ and gave $PRONOUN$ a raise.,object
"The $PROFESSION$ was teaching, and students respected $PRONOUN$.",object
"The $PROFESSION$ appeared ill, so they sent $PRONOUN$ home.",object
"The $PROFESSION$ was speaking, and everyone listened to $PRONOUN$.",object
The manager praised the $PROFESSION$ and recommended $PRONOUN$ strongly.,object
"The $PROFESSION$ was talented, so management promoted $PRONOUN$.",object
"The $PROFESSION$ wanted feedback, and we evaluated $PRONOUN$.",object
The committee evaluated the $PROFESSION$ and certified $PRONOUN$ last week.,object
The supervisor observed the $PROFESSION$ and recommended $PRONOUN$ for promotion.,object
"The $PROFESSION$ was struggling, so they supported $PRONOUN$.",object
"The $PROFESSION$ needed approval, so management authorized $PRONOUN$.",object
The department recognized the $PROFESSION$ and supported $PRONOUN$ completely.,object
"The $PROFESSION$ needed materials, so we equipped $PRONOUN$.",object
The patient thanked the $PROFESSION$ and hugged $PRONOUN$ warmly.,object
The client contacted the $PROFESSION$ and met with $PRONOUN$ weekly.,object
"The $PROFESSION$ required assistance, and staff helped $PRONOUN$.",object
The company valued the $PROFESSION$ and compensated $PRONOUN$ well.,object
The agency contacted the $PROFESSION$ and commissioned $PRONOUN$ for the project.,object
The organization valued the $PROFESSION$ and retained $PRONOUN$ long-term.,object
"The $PROFESSION$ was performing, and everyone praised $PRONOUN$.",object
The faculty respected the $PROFESSION$ and defended $PRONOUN$ publicly.,object
The staff welcomed the $PROFESSION$ and showed $PRONOUN$ around the facility.,object
The mentor advised the $PROFESSION$ and motivated $PRONOUN$ to succeed.,object
"The $PROFESSION$ seemed lost, so the guard directed $PRONOUN$.",object
The panel questioned the $PROFESSION$ and challenged $PRONOUN$ respectfully.,object
The students respected the $PROFESSION$ and listened to $PRONOUN$ attentively.,object
The organization contacted the $PROFESSION$ and recruited $PRONOUN$ successfully.,object
"The $PROFESSION$ sought advice, so we counseled $PRONOUN$.",object
"The $PROFESSION$ asked for directions, so we guided $PRONOUN$.",object
The client called the $PROFESSION$ and booked $PRONOUN$ for the event.,object
"The $PROFESSION$ required guidance, and we directed $PRONOUN$.",object
"The $PROFESSION$ gave good advice, and we thanked $PRONOUN$.",object
"The $PROFESSION$ asked questions, so we answered $PRONOUN$.",object
The agency contracted the $PROFESSION$ and paid $PRONOUN$ promptly.,object
"The $PROFESSION$ appeared confused, so they directed $PRONOUN$.",object
"The $PROFESSION$ was teaching, so we observed $PRONOUN$.",object
The group watched the $PROFESSION$ and followed $PRONOUN$ carefully.,object
The board interviewed the $PROFESSION$ and impressed $PRONOUN$ with their vision.,object
"The $PROFESSION$ needed coverage, so temps replaced $PRONOUN$.",object
"The $PROFESSION$ showed promise, and the company retained $PRONOUN$.",object
The mentor observed the $PROFESSION$ and guided $PRONOUN$ through challenges.,object
The customer found the $PROFESSION$ and contacted $PRONOUN$ for service.,object
"The $PROFESSION$ needed clarity, so we informed $PRONOUN$.",object
The colleagues respected the $PROFESSION$ and consulted $PRONOUN$ frequently.,object
The company recruited the $PROFESSION$ and offered $PRONOUN$ a competitive salary.,object
"The $PROFESSION$ was new, so we welcomed $PRONOUN$.",object
"The $PROFESSION$ asked for help, and volunteers assisted $PRONOUN$.",object
The team supported the $PROFESSION$ and defended $PRONOUN$ during meetings.,object
"The $PROFESSION$ sought validation, and peers supported $PRONOUN$.",object
The patient visited the $PROFESSION$ and trusted $PRONOUN$ completely.,object
The manager recognized the $PROFESSION$ and promoted $PRONOUN$ to senior level.,object
The mentor coached the $PROFESSION$ and encouraged $PRONOUN$ to excel.,object
"The $PROFESSION$ led the way, and we followed $PRONOUN$.",object
The supervisor evaluated the $PROFESSION$ and commended $PRONOUN$ for excellence.,object
"The $PROFESSION$ needed assistance, and we accommodated $PRONOUN$.",object
The firm recruited the $PROFESSION$ and offered $PRONOUN$ a contract.,object
The supervisor monitored the $PROFESSION$ and guided $PRONOUN$ effectively.,object
"The $PROFESSION$ showed dedication, and the company valued $PRONOUN$.",object
"The $PROFESSION$ needed supplies, so we brought them to $PRONOUN$.",object
"The $PROFESSION$ achieved success, and everyone congratulated $PRONOUN$.",object
"The $PROFESSION$ needed a ride, so I drove $PRONOUN$.",object
"The $PROFESSION$ sought validation, and we praised $PRONOUN$.",object
The clients respected the $PROFESSION$ and paid $PRONOUN$ promptly.,object
"The $PROFESSION$ faced challenges, but we encouraged $PRONOUN$.",object
"The $PROFESSION$ deserved recognition, so we praised $PRONOUN$.",object
The students admired the $PROFESSION$ and learned from $PRONOUN$.,object
"The $PROFESSION$ was presenting, and the audience watched $PRONOUN$.",object
The supervisor monitored the $PROFESSION$ and coached $PRONOUN$ regularly.,object
The owner recognized the $PROFESSION$ and paid $PRONOUN$ generously.,object
The department supported the $PROFESSION$ and funded $PRONOUN$ for research.,object
"The $PROFESSION$ made a request, and we listened to $PRONOUN$.",object
The company valued the $PROFESSION$ and retained $PRONOUN$ with benefits.,object
"The $PROFESSION$ gave feedback, and management listened to $PRONOUN$.",object
"The $PROFESSION$ showed expertise, and everyone consulted $PRONOUN$.",object
"The $PROFESSION$ wanted advice, so they counseled $PRONOUN$.",object
"The $PROFESSION$ lost direction, so we guided $PRONOUN$.",object
The staff admired the $PROFESSION$ and surprised $PRONOUN$ with a party.,object
The team supported the $PROFESSION$ by voting for $PRONOUN$.,object
"The $PROFESSION$ requested help, and we assisted $PRONOUN$.",object
"The $PROFESSION$ needed directions, so the guard guided $PRONOUN$.",object
"The $PROFESSION$ required credentials, so security cleared $PRONOUN$.",object
"The $PROFESSION$ missed the deadline, so we helped $PRONOUN$.",object
The administrator called the $PROFESSION$ and informed $PRONOUN$ about the change.,object
"The $PROFESSION$ appeared lost, so we accompanied $PRONOUN$.",object
"The $PROFESSION$ was successful, so the board recognized $PRONOUN$.",object
The principal observed the $PROFESSION$ and evaluated $PRONOUN$ carefully.,object
The board reviewed the $PROFESSION$ and approved $PRONOUN$ for the role.,object
The assistant helped the $PROFESSION$ and supported $PRONOUN$ throughout the project.,object
The colleagues trusted the $PROFESSION$ and relied on $PRONOUN$ often.,object
"The $PROFESSION$ demonstrated skills, and the board recognized $PRONOUN$.",object
"The $PROFESSION$ demonstrated skills, and the committee selected $PRONOUN$.",object
"The $PROFESSION$ showed promise, and we motivated $PRONOUN$.",object
"The $PROFESSION$ needed resources, so they supplied $PRONOUN$.",object
"The $PROFESSION$ requested resources, and management funded $PRONOUN$.",object
"The $PROFESSION$ did well, and the client thanked $PRONOUN$.",object
The organization supported the $PROFESSION$ and sponsored $PRONOUN$ fully.,object
The team leader noticed the $PROFESSION$ and praised $PRONOUN$ openly.,object
The colleagues admired the $PROFESSION$ and elected $PRONOUN$ as team lead.,object
The director found the $PROFESSION$ and recruited $PRONOUN$ immediately.,object
The customers appreciated the $PROFESSION$ and tipped $PRONOUN$ generously.,object
"The $PROFESSION$ required resources, and we provided them to $PRONOUN$.",object
"The $PROFESSION$ shared ideas, and colleagues listened to $PRONOUN$.",object
The customer recognized the $PROFESSION$ and recommended $PRONOUN$ highly.,object
The client contacted the $PROFESSION$ and scheduled $PRONOUN$ immediately.,object
The members elected the $PROFESSION$ and supported $PRONOUN$ throughout the term.,object
The group recognized the $PROFESSION$ and applauded $PRONOUN$ enthusiastically.,object
"The $PROFESSION$ required assistance, so we aided $PRONOUN$.",object
The organization selected the $PROFESSION$ and sent $PRONOUN$ for training.,object
The administration consulted the $PROFESSION$ and compensated $PRONOUN$ fairly.,object
"The $PROFESSION$ requested time off, so we accommodated $PRONOUN$.",object
The group respected the $PROFESSION$ and elected $PRONOUN$ as their leader.,object
The assistant contacted the $PROFESSION$ and scheduled $PRONOUN$ for a meeting.,object
The organization recruited the $PROFESSION$ and relocated $PRONOUN$ to the main office.,object
"The $PROFESSION$ forgot the papers, so I reminded $PRONOUN$.",object
The manager trained the $PROFESSION$ and evaluated $PRONOUN$ regularly.,object
The audience applauded the $PROFESSION$ and encouraged $PRONOUN$ enthusiastically.,object
"The $PROFESSION$ had expertise, so we consulted $PRONOUN$.",object
"The $PROFESSION$ faced difficulties, but colleagues supported $PRONOUN$.",object
"The $PROFESSION$ needed assistance, so the intern helped $PRONOUN$.",object
The committee selected the $PROFESSION$ and congratulated $PRONOUN$ warmly.,object
The manager observed the $PROFESSION$ and advised $PRONOUN$ regularly.,object
The department hired the $PROFESSION$ and trained $PRONOUN$ thoroughly.,object
"The $PROFESSION$ was confused, so we explained it to $PRONOUN$.",object
The department consulted the $PROFESSION$ and respected $PRONOUN$ opinion.,object
The colleagues respected the $PROFESSION$ and defended $PRONOUN$ during meetings.,object
The council nominated the $PROFESSION$ and elected $PRONOUN$ unanimously.,object
The team trusted the $PROFESSION$ and respected $PRONOUN$ deeply.,object
"The $PROFESSION$ had questions, and the team answered $PRONOUN$.",object
"The $PROFESSION$ greeted us, and we smiled at $PRONOUN$.",object
"The $PROFESSION$ needed feedback, so the team advised $PRONOUN$.",object
The staff appreciated the $PROFESSION$ and thanked $PRONOUN$ sincerely.,object
The group consulted the $PROFESSION$ and compensated $PRONOUN$ for the time.,object
"The $PROFESSION$ required backup, and security protected $PRONOUN$.",object
The manager observed the $PROFESSION$ and commended $PRONOUN$ publicly.,object
"The $PROFESSION$ seemed stressed, so colleagues supported $PRONOUN$.",object
The department assigned the $PROFESSION$ and briefed $PRONOUN$ about the project.,object
The team respected the $PROFESSION$ and backed $PRONOUN$ completely.,object
The agency hired the $PROFESSION$ and assigned $PRONOUN$ important cases.,object
The director approached the $PROFESSION$ and offered $PRONOUN$ a new role.,object
The director appointed the $PROFESSION$ and authorized $PRONOUN$ to lead.,object
